afida_sku,ppp_sku,name,category,size,material,colour,pack_size,pack_price,certifications,description,website_url,product_weight,product_length,product_width,product_height,case_length,case_width,case_depth,case_volume,case_weight,additional_specs
7PIZBKR,BOX007,7 inch / 195 x 195mm Kraft Pizza Boxes,Hot Food,195xxx195mm,Kraft Paper,Brown/Kraft,100,16.19,Recyclable,"These 7 inch pizza boxes are designed for personal-size pizzas. The corrugated cardboard construction provides excellent insulation and protection, keeping individual pizzas hot and intact during delivery. Ventilation prevents sogginess without losing heat. The natural kraft finish creates an artisan, eco-friendly appearance that works perfectly with stamps, stickers, or printed sleeves for custom branding. The 195 x 195mm internal size fits personal 7 inch pizzas including kids portions and lunch-size options. Perfect for pizzerias offering individual serving sizes, food trucks, and quick-service lunch menus. Stackable design for efficient storage. Recyclable when clean. Pack of 100 boxes.",https://afida.com/products/pizza-boxes-7-inch-195-x-195mm-kraft,,,,,,,,,5 kg,
9PIZBKR,BOX009,9 inch / 240 x 240mm Kraft Pizza Boxes,Hot Food,240xxx240mm,Kraft Paper,Brown/Kraft,100,17.84,Recyclable,"These 9 inch pizza boxes are built for small individual pizzas. The corrugated cardboard construction provides excellent insulation and protection, keeping pizzas hot and intact during delivery and collection. Ventilation prevents sogginess without losing heat. The natural kraft finish creates an artisan, eco-friendly appearance that works perfectly with stamps, stickers, or printed sleeves for custom branding. The 240 x 240mm internal size fits small 9 inch pizzas popular for personal portions. Perfect for pizzerias, food courts, and quick-service operations offering individual servings. Stackable design ensures efficient storage. Recyclable when not heavily soiled with grease. Pack of 100 boxes.",https://afida.com/products/pizza-boxes-9-inch-240-x-240mm-kraft,,,,,,,,,7 kg,
PIZ-KR,BOX010,10in Brown Kraft Pizza Box Recyclable/Compostable (Case of 75),Hot Food,,Kraft Paper,Brown,75,20.25,Recyclable,"The brown kraft Pizza Box is constructed from kraft board, an unbleached paper with natural strength. A corrugated kraft pizza box built for delivery and collection. Strong enough to stack without crushing, while retaining heat during transit. Vented to allow steam to escape, preventing sogginess. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",https://afida.com/products/pizza-box,,,,,,,,,8 kg,
FNC-4,D19014,4oz Leakproof Recyclable Paper Pots with lids (Case of 250),Hot Food,,"kraft, paper",,250,17.6,Recyclable,"The paper Leakproof Pots with Lids is made from responsibly sourced paper. A secure-fit lid that snaps onto compatible portion pots, keeping sauces, dressings, and condiments contained. Clear construction allows easy identification of contents without opening. Fully recyclable through standard paper or plastic recycling streams. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",https://afida.com/products/leakproof-pots-with-lids,4oz (approx. 120ml),Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
PIZ-BG-5-BK,D40113,5″ x 5″ Black Folded Board Burger Tray – Recyclable,Hot Food,5″,,Black,500,19.2,Recyclable,"The 5″ black Folded Board Burger Tray. A folded board tray that ships flat and pops open for service. Ideal for chips, loaded fries, wraps, and quick-service food items. The raised edges contain food and sauces. Fully recyclable through standard paper or plastic recycling streams.",https://afida.com/products/folded-board-burger-tray,N/A,125 mm,125 mm,N/A,N/A,N/A,N/A,N/A,N/A,
FNC-7,09COV/7OZPP,7oz Leakproof Recyclable Paper Pots with lids (Case of 250),Hot Food,,paper,,250,19.2,Recyclable,"The paper Leakproof Pots with Lids is made from responsibly sourced paper. A secure-fit lid that snaps onto compatible portion pots, keeping sauces, dressings, and condiments contained. Clear construction allows easy identification of contents without opening. Fully recyclable through standard paper or plastic recycling streams. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",https://afida.com/products/leakproof-pots-with-lids-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MFB-BG-BK-2,GRAND6,Black Kraft Burger Box – Case of 200 Recyclable,Hot Food,,"kraft, pp",Black,200,23.98,Recyclable,"The black kraft Burger Box is constructed from kraft board, an unbleached paper with natural strength. Hinged lid opens flat for easy loading and closes firmly to keep burgers warm and secure. Grease-resistant construction handles sauces and toppings without softening. Fits standard burger buns with room for fillings. Fully recyclable through standard paper or plastic recycling streams. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",https://afida.com/products/burger-box-3,N/A,150mm,150mm,80mm,N/A,N/A,N/A,N/A,N/A,
MFB-BG-BK,GRAND10B,Black Kraft Burger Chip Box Recyclable,Hot Food,,Kraft Paper,Black,200,28.8,Recyclable,"The black kraft Burger Chip Box is constructed from kraft board, an unbleached paper with natural strength. A dual-compartment takeaway box that holds a burger and chips in one container. The divided layout keeps items separated for a cleaner eating experience. Grease-resistant and sturdy. Fully recyclable through standard paper or plastic recycling streams. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",https://afida.com/products/burger-chip-box,,,,,,,,,,
MFB-BG-KR,ETGBB21,Kraft Burger Box Recyclable,Hot Food,,"kraft, pp",Brown/Kraft,200,20.8,Recyclable,"The kraft Burger Box is constructed from kraft board, an unbleached paper with natural strength. Hinged lid opens flat for easy loading and closes firmly to keep burgers warm and secure. Grease-resistant construction handles sauces and toppings without softening. Fits standard burger buns with room for fillings. Fully recyclable through standard paper or plastic recycling streams. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",https://afida.com/products/burger-box-4,,,,,,,,,,
MFB-BG-KR-2,GRAND10K,Kraft Burger Chip Box Recyclable,Hot Food,,kraft,Brown/Kraft,200,28.8,Recyclable,"The kraft Burger Chip Box is constructed from kraft board, an unbleached paper with natural strength. A dual-compartment takeaway box that holds a burger and chips in one container. The divided layout keeps items separated for a cleaner eating experience. Grease-resistant and sturdy. Fully recyclable through standard paper or plastic recycling streams. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",https://afida.com/products/burger-chip-box-2,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
PIZ-TY-BK,D40015,Large Black Folded Board Tray – Recyclable,Hot Food,Large,pp,Black,500,36.8,Recyclable,"The black Large Folded Board Tray. A folded board tray that ships flat and pops open for service. Ideal for chips, loaded fries, wraps, and quick-service food items. The raised edges contain food and sauces. Fully recyclable through standard paper or plastic recycling streams.",https://afida.com/products/large-folded-board-tray,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
FNC,44PABAWK3631FHG001,Large Fish ‘n’ Chips Recyclable Paper Bag (Case of 250),Hot Food,Large,"kraft, paper",,250,37.99,Recyclable,The paper Large Fish ‘n’ Chips Bag is made from responsibly sourced paper. A practical food service product designed for everyday commercial use. Reliable performance in high-volume environments. Fully recyclable through standard paper or plastic recycling streams.,https://afida.com/products/large-fish-n-chips-bag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
FNC-3,44PABXFC00LA00G001,Large Fish and Chips Takeaway Box (Case of 100),Hot Food,Large,,,100,18.99,Recyclable,"The Large Fish and Chips Takeaway Box. A classic takeaway box designed for fish and chips. Grease-resistant lining keeps the outer surface clean. Retains heat to keep food warm during collection and delivery. A staple for chip shops, seafood takeaways, and seaside vendors. Fully recyclable through standard paper or plastic recycling streams.",https://afida.com/products/large-fish-and-chips-takeaway-box,,,,,,,,,,
PIZ-TY-KR,BOATNO6,Large Kraft Folded Board Tray – Recyclable,Hot Food,Large,Kraft Paper,Brown/Kraft,300,13.6,Recyclable,"The kraft Large Folded Board Tray is constructed from kraft board, an unbleached paper with natural strength. A folded board tray that ships flat and pops open for service. Ideal for chips, loaded fries, wraps, and quick-service food items. The raised edges contain food and sauces. Fully recyclable through standard paper or plastic recycling streams.",https://afida.com/products/large-folded-board-tray-2,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
PIZ-TY-BK-2,D40115,Medium Black Folded Board Meal Tray – Recyclable,Hot Food,Medium,pp,Black,500,28.8,Recyclable,"The black Medium Folded Board Meal Tray. A folded board tray that ships flat and pops open for service. Ideal for chips, loaded fries, wraps, and quick-service food items. The raised edges contain food and sauces. Fully recyclable through standard paper or plastic recycling streams.",https://afida.com/products/medium-folded-board-meal-tray,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
FNC-2,44PABAWK2430FHG004,Medium Fish and Chips Recyclable Paper Bag (Case of 250),Hot Food,Medium,"kraft, paper",,250,27.99,Recyclable,"The paper Medium Fish and Chips Bag is made from responsibly sourced paper. A classic takeaway box designed for fish and chips. Grease-resistant lining keeps the outer surface clean. Retains heat to keep food warm during collection and delivery. A staple for chip shops, seafood takeaways, and seaside vendors. Fully recyclable through standard paper or plastic recycling streams.",https://afida.com/products/medium-fish-and-chips-bag,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,
FNC-5,44PABXFC00ME00G001,Medium Fish and Chips Recyclable Takeaway Box (Case of 100),Hot Food,Medium,cardboard,,100,17.99,Recyclable,"The Medium Fish and Chips Takeaway Box. A classic takeaway box designed for fish and chips. Grease-resistant lining keeps the outer surface clean. Retains heat to keep food warm during collection and delivery. A staple for chip shops, seafood takeaways, and seaside vendors. Fully recyclable through standard paper or plastic recycling streams.",https://afida.com/products/medium-fish-and-chips-takeaway-box,,,,,,,,,,
PIZ-TY,TA009-,Pizza Slice Tray Compostable (Case of 1000),Hot Food,,,,1000,70.76,Compostable,The Pizza Slice Tray. A triangular tray designed for individual pizza slices. The raised edges contain toppings and grease while making it easy to hold and eat on the go.,https://afida.com/products/pizza-slice-tray,,,,,,,,,,
PIZ-BG-2,ECOBBOX,Premium burger box 5in Recyclable/Compostable (Case of 100),Hot Food,,"kraft, pla",,100,13.99,Compostable,"The Premium Burger Box. Hinged lid opens flat for easy loading and closes firmly to keep burgers warm and secure. Grease-resistant construction handles sauces and toppings without softening. Fits standard burger buns with room for fillings. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",https://afida.com/products/premium-burger-box,,,,,,,,,6 kg,
PIZ-BG,ECOB/CBOX,Premium burger meal box 9 x 5in Recyclable/Compostable (Case of 100),Hot Food,,pla,,100,15.82,Compostable,"The Premium Burger Meal Box. Hinged lid opens flat for easy loading and closes firmly to keep burgers warm and secure. Grease-resistant construction handles sauces and toppings without softening. Fits standard burger buns with room for fillings. Certified compostable - breaks down in industrial composting facilities. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",https://afida.com/products/premium-burger-meal-box,,9 in,4.8 in,,,,,,7 kg,
PIZ-TY-BK-3,D40103,Small Black Folded Board Tray – Recyclable,Hot Food,Small,,Black,500,17.28,Recyclable,"The black Small Folded Board Tray. A folded board tray that ships flat and pops open for service. Ideal for chips, loaded fries, wraps, and quick-service food items. The raised edges contain food and sauces. Fully recyclable through standard paper or plastic recycling streams.",https://afida.com/products/small-folded-board-tray,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
FNC-6,44PABXFC00SM00G001,Small Fish and Chips Recyclable Takeaway Box (Case of 100),Hot Food,Small,cardboard,,100,11.99,Recyclable,"The Small Fish and Chips Takeaway Box. A classic takeaway box designed for fish and chips. Grease-resistant lining keeps the outer surface clean. Retains heat to keep food warm during collection and delivery. A staple for chip shops, seafood takeaways, and seaside vendors. Fully recyclable through standard paper or plastic recycling streams.",https://afida.com/products/small-fish-and-chips-takeaway-box,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
