#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (01-2024 - 12-2025),SV Forecasting trend (01-2026 - 01-2027)
1569,2 ply dinner napkins 30,gb,,,,,,,,,,,2023-04-20,,,,
1570,wooden stick stirrers,gb,,,,,,,,,,,2022-02-04,,,,
1571,paper dinner napkins uk,gb,,,,,,,,,,,2016-09-24,,,,
1572,cocktail napkins etsy,gb,,,,,,,,,,,2025-08-15,,,,
1573,ivory dinner napkins,gb,,,,,,,,30,,,2020-01-10,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
1574,vanity fair entertain dinner napkins,gb,,,,,,,,40,,,2020-03-07,,,,
1575,custom design cocktail napkins,gb,,,,,,,,,,,2025-06-01,,,,
1576,linen like cocktail napkins,gb,,,,,,,,100,,,2020-03-22,,,,
1577,corrugated cardboard cup carriers,gb,,,,,,,,,,,2024-08-13,,,,
1578,waxed kraft paper bags,gb,,,,,,,,,,,2020-01-16,"Informational,Commercial,Non-branded,Non-local",English,,
1579,recycled paper dinner napkins,gb,,,,,,,,10,,,2018-01-23,,,,
1580,gray dinner napkins,gb,,,,,,,,,,,2020-07-23,,,,
1581,tiger cocktail napkins,gb,,,,,,,,,,,2024-06-06,,,,
1582,round cocktail napkins,gb,,,,,,,,,,,2018-02-22,,,,
1583,brown kraft paper bags wholesale,gb,,,,,,,,30,,,2019-01-01,,,,
1584,jonathan adler cocktail napkins,gb,,,,,,,,,,,2020-11-25,,,,
1585,printed paper cocktail napkins,gb,,,,,,,,,,,2018-02-20,,,,
1586,can you recycle mcdonald's coffee cups,gb,,,,,,,,,,,2018-01-05,,,,
1587,kraft paper party bags,gb,,,,,,,,10,,,2016-10-22,,,,
1588,blank cocktail napkins,gb,,,,,,,,50,,,2024-02-08,,,,
1589,cocktail napkins caspari,gb,,,,,,,,10,,,2020-09-17,,,,
1590,double wall ceramic coffee cups,gb,,,,,,,,,,,2024-01-13,,,,
1591,plain white cocktail napkins,gb,,,,,,,,20,,,2021-10-04,,,,
1592,ceramic coffee cup lids,gb,,,,,,,,20,,,2020-02-24,,,,
1593,christmas tree cocktail napkins,gb,,,,,,,,10,,,2023-11-13,,,,
1594,how many cocktail napkins for 200 guests,gb,,,,,,,,100,,,2023-04-26,,,,
1595,gold paper dinner napkins,gb,,,,,,,,20,,,2021-09-13,,,,
1596,drinks on me cocktail napkins,gb,,,,,,,,40,,,2023-01-10,,,,
1597,valentines cocktail napkins,gb,,,,,,,,30,,,2024-01-06,,,,
1598,airlaid dinner napkins,gb,,,,,,,,10,,,2016-05-08,,,,
1599,tiki cocktail napkins,gb,,,,,,,,10,,,2020-06-16,,,,
1600,cheers cocktail napkins,gb,,,,,,,,60,,,2020-02-20,,,,
1601,can takeaway coffee cup lids be recycled,gb,,,,,,,,,,,2022-12-03,,,,
1602,vintage cocktail napkins,gb,,,,,,,,40,,,2017-04-21,,,,
1603,custom linen cocktail napkins,gb,,,,,,,,150,,,2021-03-30,,,,
1604,ski cocktail napkins,gb,,,,,,,,30,,,2021-01-03,,,,
1605,12 days of christmas cocktail napkins,gb,,,,,,,,30,,,2020-12-17,,,,
1606,luxury kraft art paper bags,gb,,,,,,,,,,,2024-07-24,,,,
1607,8oz lids coffee cups,gb,,,,,,,,,,,2023-03-22,,,,
1608,paper dinner napkins 3 ply,gb,,,,,,,,,,,2019-07-01,,,,
1609,kraft paper bags canada,gb,,,,,,,,40,,,2020-05-17,,,,
1610,blue dinner napkins,gb,,,,,,,,90,,,2020-05-27,,,,
1611,rose gold dinner napkins,gb,,,,,,,,10,,,2020-01-22,,,,
1612,linen christmas cocktail napkins,gb,,,,,,,,10,,,2021-11-24,,,,
1613,wholesale brown kraft paper bags,gb,,,,,,,,,,,2021-07-09,,,,
1614,design design cocktail napkins,gb,,,,,,,,20,,,2020-05-12,"Informational,Commercial,Non-branded,Non-local",English,,
1615,china kraft paper bags manufacturers,gb,,,,,,,,,,,2023-02-28,,,,
1616,coffee cup lids near me,gb,,,,,,,,30,,,2021-10-29,,,,
1617,personalized cocktail napkins bulk,gb,,,,,,,,40,,,2020-03-19,,,,
1618,kraft paper christmas bags,gb,,,,,,,,10,,,2017-11-05,,,,
1619,fall paper dinner napkins,gb,,,,,,,,10,,,2023-08-17,,,,
1620,kraft paper bags manufacturers in bangalore,gb,,,,,,,,,,,2022-11-15,,,,
1621,cocktail napkins ikea,gb,,,,,,,,,,,2022-05-21,,,,
1622,kraft paper carry bags,gb,,,,,,,,30,,,2020-01-11,,,,
1623,wrinkle free dinner napkins,gb,,,,,,,,10,,,2020-03-14,,,,
1624,linen cocktail napkins monogrammed,gb,,,,,,,,20,,,2022-01-10,,,,
1625,promotional cocktail napkins,gb,,,,,,,,20,,,2025-04-05,"Informational,Commercial,Non-branded,Non-local",English,,
1626,green dinner napkins paper,gb,,,,,,,,10,,,2024-01-02,,,,
1627,25 pcs kraft paper gift bags,gb,,,,,,,,,,,2021-11-17,,,,
1628,chinoiserie cocktail napkins,gb,,,,,,,,10,,,2020-10-29,,,,
1629,sferra cocktail napkins,gb,,,,,,,,40,,,2020-05-24,,,,
1630,dark green cocktail napkins,gb,,,,,,,,30,,,2022-09-27,,,,
1631,red coffee cup lids,gb,,,,,,,,,,,2021-11-30,,,,
1632,funny cocktail napkins wedding,gb,,,,,,,,,,,2023-05-19,,,,
1633,kraft paper bags without handles,gb,,,,,,,,50,,,2020-07-26,,,,
1634,kraft paper sandwich bags,gb,,,,,,,,30,,,2019-01-25,,,,
1635,8 oz coffee cup lids,gb,,,0.70,,,,,20,,,2020-03-12,,,,
1636,paper cocktail napkins wedding,gb,,,,,,,,,,,2020-01-23,,,,
1637,double wall coffee cups no handle,gb,,,,,,,,,,,2020-12-04,,,,
1638,decorative paper cocktail napkins,gb,,,,,,,,10,,,2019-11-01,,,,
1639,create your own cocktail napkins,gb,,,,,,,,10,,,2022-01-29,,,,
1640,vanity fair entertainment dinner napkins,gb,,,,,,,,30,,,2022-12-07,,,,
1641,dinner napkins on left or right,gb,,,,,,,,,,,2020-03-01,,,,
1642,personalized cocktail napkins cheap,gb,,,,,,,,30,,,2020-01-24,,,,
1643,custom printed dinner napkins,gb,,,,,,,,80,,,2020-01-13,,,,
1644,rubber coffee cup lids,gb,,,,,,,,10,,,2018-03-06,,,,
1645,vanity fair large dinner napkins,gb,,,,,,,,30,,,2022-11-09,,,,
1646,piecework cocktail napkins,gb,,,,,,,,30,,,2025-05-24,,,,
1647,cocktail napkins with photo,gb,,,,,,,,10,,,2020-03-23,,,,
1648,gold dinner napkins,gb,,,,,,,,90,,,2016-12-01,"Commercial,Transactional,Non-branded,Non-local",English,,
1649,bulk paper cocktail napkins,gb,,,,,,,,,,,2022-09-06,,,,
1650,elegant dinner napkins,gb,,,,,,,,30,,,2020-02-19,,,,
1651,silicone reusable coffee cup lids,gb,,,,,,,,,,,2019-09-06,,,,
1652,elegant paper dinner napkins,gb,,,,,,,,50,,,2020-05-19,,,,
1653,white paper dinner napkins,gb,,,,,,,,40,,,2020-01-21,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
1654,large kraft brown paper grocery bags 57lb stock your home,gb,,,,,,,,,,,2022-10-17,,,,
1655,dusty blue dinner napkins,gb,,,,,,,,30,,,2020-09-29,,,,
1656,dark green dinner napkins,gb,,,,,,,,20,,,2021-12-17,,,,
1657,summer cocktail napkins,gb,,,,,,,,20,,,2020-05-27,,,,
1658,printed paper bags kraft,gb,,,,,,,,,,,2015-11-23,,,,
1659,fun wedding cocktail napkins,gb,,,,,,,,30,,,2021-04-08,,,,
1660,linen hemstitch cocktail napkins,gb,,,,,,,,10,,,2023-12-01,,,,
1661,party cocktail napkins,gb,,,,,,,,150,,,2020-01-10,"Commercial,Transactional,Non-branded,Non-local",English,,
1662,disposable dinner napkins for wedding,gb,,,,,,,,20,,,2022-07-15,,,,
1663,k‑kraft bags extra large kraft paper...,gb,,,,,,,,,,,2023-10-17,,,,
1664,disposable christmas dinner napkins,gb,,,,,,,,,,,2024-12-04,,,,
1665,double wall coffee cups myer,gb,,,,,,,,10,,,2022-03-18,,,,
1666,scalloped dinner napkins,gb,,,,,,,,30,,,2020-11-24,,,,
1667,dog cocktail napkins wedding,gb,,,,,,,,150,,,2023-04-23,,,,
1668,how many cocktail napkins for 50 guests,gb,,,,,,,,20,,,2023-05-07,,,,
1669,custom print cocktail napkins,gb,,,,,,,,40,,,2016-04-02,,,,
1670,how to fold napkins for dinner table,gb,,,,,,,,10,,,2018-09-29,,,,
1671,starbucks coffee cup replacement lids,gb,,,,,,,,,,,2020-02-08,,,,
1672,white cloth cocktail napkins,gb,,,,,,,,,,,2020-01-30,,,,
1673,shamrock cocktail napkins,gb,,,,,,,,,,,2022-02-25,,,,
1674,wedding cocktail napkins cheap,gb,,,,,,,,,,,2020-01-22,,,,
1675,dinner napkins for weddings,gb,,,,,,,,,,,2022-06-26,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
1676,turkey cocktail napkins,gb,,,,,,,,10,,,2025-11-08,,,,
1677,easter dinner napkins,gb,,,,,,,,40,,,2020-03-21,,,,
1678,bridge cocktail napkins,gb,,,,,,,,10,,,2025-07-23,,,,
1679,coffee cups with lids 12oz,gb,,,,,,,,,,,2025-12-16,,,,
1680,cream cocktail napkins,gb,,,,,,,,10,,,2025-04-03,,,,
1681,black cocktail napkins personalized,gb,,,,,,,,30,,,2023-01-16,,,,
1682,double wall white coffee cups,gb,,,,,,,,,,,2017-06-02,,,,
1683,dixie 12 oz coffee cup lids,gb,,,,,,,,70,,,2020-02-28,,,,
1684,buy brown kraft paper bags,gb,,,,,,,,,,,2017-05-09,,,,
1685,black and white cocktail napkins,gb,,,,,,,,70,,,2016-09-16,,,,
1686,holiday linen cocktail napkins,gb,,,,,,,,,,,2025-11-24,,,,
1687,paint stirrers wooden,gb,,,,,,,,,,,2015-09-17,,,,
1688,"vanity fair dinner napkins, pre folded, 40 ct (4)",gb,,,,,,,,,,,2022-08-04,,,,
1689,mr and mrs cocktail napkins,gb,,,,,,,,10,,,2021-11-04,,,,
1690,navy blue cloth dinner napkins,gb,,,,,,,,,,,2020-03-31,,,,
1691,coastal cocktail napkins,gb,,,,,,,,70,,,2020-05-27,,,,
1692,paper cocktail napkins printed,gb,,,,,,,,,,,2020-02-07,,,,
1693,fever tree wooden stirrers,gb,,,,,,,,,,,2017-09-18,,,,
1694,coffee cups 8oz disposable,gb,,,,,,,,10,,,2022-09-30,,,,
1695,cup carriers suppliers,gb,,,,,,,,,,,2020-01-09,"Informational,Commercial,Non-branded,Non-local",English,,
1696,cocktail linen napkins,gb,,,,,,,,40,,,2020-03-14,,,,
1697,kraft paper gift bags wholesale,gb,,,1.30,,,,,30,,,2016-02-29,,,,
1698,kraft paper mil spec prf bags,gb,,,,,,,,,,,2023-10-11,,,,
1699,black linen dinner napkins,gb,,,,,,,,,,,2020-01-18,,,,
1700,diy embroidered cocktail napkins,gb,,,,,,,,,,,2024-12-21,,,,
1701,wooden cocktail stirrers uk,gb,,,,,,,,,,,2018-04-19,,,,
1702,specialty cocktail napkins,gb,,,,,,,,40,,,2020-09-08,,,,
1703,cocktail napkins bulk,gb,,,0.80,,,,,200,,,2016-07-13,,,,
1704,wedding dinner napkins,gb,,,0.20,,,,,150,,,2017-06-08,,,,
1705,cloth dinner napkins bulk,gb,,,,,,,,100,,,2020-07-03,,,,
1706,can you recycle ceramic coffee cups,gb,,,,,,,,,,,2021-01-09,,,,
1707,linen embroidered cocktail napkins,gb,,,,,,,,10,,,2024-12-04,,,,
1708,monogram cocktail napkins for wedding,gb,,,,,,,,30,,,2020-04-28,,,,
1709,solid color cocktail napkins,gb,,,,,,,,60,,,2025-07-24,,,,
1710,high quality kraft paper bags,gb,,,,,,,,,,,2021-05-22,,,,
1711,what is the size of cocktail napkins,gb,,,,,,,,10,,,2024-10-14,,,,
1712,disposable linen cocktail napkins,gb,,,,,,,,30,,,2022-10-26,,,,
1713,cocktail napkins cotton,gb,,,,,,,,70,,,2022-11-29,,,,
1714,hemstitch cocktail napkins,gb,,,,,,,,50,,,2020-03-22,,,,
1715,ideal home range cocktail napkins,gb,,,,,,,,,,,2020-12-13,,,,
1716,12 monogrammed linen dinner napkins,gb,,,,,,,,10,,,2020-03-24,,,,
1717,cocktail napkins for weddings,gb,,,,,,,,50,,,2020-03-22,,,,
1718,cocktail napkins in bulk,gb,,,,,,,,10,,,2024-03-01,,,,
1719,green cloth dinner napkins,gb,,,,,,,,20,,,2020-01-27,,,,
1720,custom printed 3-ply wedding cocktail napkins,gb,,,,,,,,,,,2022-02-07,,,,
1721,white paper kraft bags,gb,,,1.60,,,,,20,,,2020-01-29,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
1722,michel design works cocktail napkins,gb,,,,,,,,,,,2020-10-22,,,,
1723,bar cocktail napkins,gb,,,,,,,,10,,,2020-09-09,,,,
1724,patterned cocktail napkins,gb,,,,,,,,20,,,2022-09-18,,,,
1725,brown kraft twisted handle paper carrier bags,gb,,,,,,,,,,,2017-05-31,,,,
1726,how to fold paper napkins for dinner,gb,,,,,,,,,,,2025-11-25,,,,
1727,large christmas dinner napkins,gb,,,,,,,,,,,2023-12-11,,,,
1728,easter cocktail napkins,gb,,,,,,,,80,,,2020-02-19,,,,
1729,cocktail wedding napkins,gb,,,,,,,,70,,,2020-03-18,,,,
1730,what is the size of dinner napkins,gb,,,,,,,,,,,2023-12-14,,,,
1731,judge double wall coffee cups,gb,,,,,,,,,,,2021-12-11,,,,
1732,2 ply cocktail napkins,gb,,,,,,,,20,,,2019-04-17,,,,
1733,hair of the dog cocktail napkins,gb,,,,,,,,,,,2021-04-02,,,,
1734,custom cocktail napkins with dog,gb,,,,,,,,30,,,2023-03-24,,,,
1735,high quality cocktail napkins,gb,,,,,,,,20,,,2020-06-10,,,,
1736,hawaiian cocktail napkins,gb,,,,,,,,10,,,2024-02-26,,,,
1737,birthday cocktail napkins,gb,,,,,,,,50,,,2021-04-15,,,,
1738,kraft paper bags suppliers suppliers,gb,,,,,,,,,,,2022-06-12,,,,
1739,fiesta dinner napkins,gb,,,,,,,,,,,2020-03-22,,,,
1740,initial cocktail napkins,gb,,,,,,,,70,,,2020-05-04,,,,
1741,peach dinner napkins,gb,,,,,,,,10,,,2020-02-06,,,,
1742,shannon martin cocktail napkins,gb,,,,,,,,,,,2020-11-05,,,,
1743,print cocktail napkins,gb,,,,,,,,40,,,2020-02-07,,,,
1744,spode green christmas tree dinner napkins,gb,,,,,,,,,,,2021-12-17,,,,
1745,double wall glass cups for coffee,gb,,,,,,,,10,,,2022-03-16,,,,
1746,paper dinner napkins decorative,gb,,,,,,,,100,,,2021-07-16,,,,
1747,custom coffee cup lids,gb,,,,,,,,40,,,2025-05-16,,,,
1748,linen dinner napkins online,gb,,,,,,,,,,,2023-10-24,,,,
1749,cocktail napkins mallorca,gb,,,,,,,,,,,2024-11-24,,,,
1750,black cloth dinner napkins,gb,,,,,,,,30,,,2020-03-11,,,,
1751,personalized cocktail napkins fast,gb,,,,,,,,80,,,2020-04-02,,,,
1752,blush dinner napkins,gb,,,,,,,,10,,,2020-12-17,,,,
1753,cocktail napkins for rehearsal dinner,gb,,,,,,,,,,,2025-07-24,,,,
1754,12oz coffee cups bulk,gb,,,,,,,,,,,2021-11-26,,,,
1755,cat cocktail napkins,gb,,,,,,,,100,,,2019-11-17,,,,
1756,beach cocktail napkins,gb,,,,,,,,20,,,2020-06-27,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
1757,paper dinner napkins amazon,gb,,,,,,,,,,,2022-05-20,,,,
1758,what side do dinner napkins go on,gb,,,,,,,,,,,2015-12-24,,,,
1759,disposable paper coffee cups 8oz,gb,,,,,,,,,,,2021-09-26,,,,
1760,orange paper dinner napkins,gb,,,,,,,,10,,,2022-09-17,,,,
1761,custom embossed cocktail napkins,gb,,,,,,,,20,,,2024-03-10,,,,
1762,kraft paper bags window a...,gb,,,,,,,,,,,2022-10-26,,,,
1763,fall dinner napkins,gb,,,,,,,,20,,,2020-08-24,,,,
1764,kraft paper bags kenya,gb,,,,,,,,,,,2022-11-11,,,,
1765,double wall glass coffee cups nz,gb,,,,,,,,,,,2020-12-22,,,,
1766,double wall coffee cups - kmart,gb,,,,,,,,20,,,2024-04-29,,,,
1767,zazzle cocktail napkins,gb,,,,,,,,,,,2022-09-11,,,,
1768,how to fold cloth napkins for dinner table,gb,,,,,,,,,,,2021-12-25,,,,
1769,dinner napkins uk,gb,,,,,,,,,,,2016-01-17,,,,
1770,one day away cocktail napkins,gb,,,,,,,,10,,,2025-04-30,,,,
1771,paper retail grocery bags kraft...,gb,,,,,,,,,,,2022-11-05,,,,
1772,dinner christmas napkins,gb,,,,,,,,,,,2023-10-28,,,,
1773,cocktail napkins customized,gb,,,,,,,,,,,2020-03-01,,,,
1774,cotton dinner napkins wholesale,gb,,,,,,,,20,,,2020-01-25,,,,
1775,stanley cup carriers,gb,,,,,,,,10,,,2024-01-16,,,,
1776,kraft paper gift bags bulk with,gb,,,,,,,,,,,2025-03-24,,,,
1777,caspari christmas dinner napkins,gb,,,,,,,,,,,2021-11-13,,,,
1778,80mm coffee cup lids,gb,,,,,,,,,,,2024-10-17,,,,
1779,how to fold cloth dinner napkins,gb,,,,,,,,10,,,2021-12-23,,,,
1780,cocktail napkins personalized wedding,gb,,,,,,,,20,,,2020-03-22,,,,
1781,bee cocktail napkins,gb,,,,,,,,20,,,2020-03-06,,,,
1782,custom cat cocktail napkins,gb,,,,,,,,,,,2024-05-19,,,,
1783,yellow cloth dinner napkins,gb,,,,,,,,,,,2020-05-20,,,,
1784,cocktail napkins with sayings,gb,,,,,,,,10,,,2022-06-13,,,,
1785,monogrammed linen dinner napkins,gb,,,,,,,,20,,,2020-06-23,,,,
1786,vintage paper cocktail napkins,gb,,,,,,,,,,,2020-05-15,,,,
1787,white kraft paper bulk gift bags with handles,gb,,,,,,,,,,,2022-03-18,,,,
1788,dinner paper napkins uk,gb,,,,,,,,,,,2016-02-25,,,,
1789,cocktail napkins fall,gb,,,,,,,,10,,,2025-08-24,,,,
1790,bags kraft paper,gb,,,,,,,,10,,,2021-08-14,,,,
1791,cocktail napkins costco,gb,,,,,,,,,,,2023-10-25,,,,
1792,funny paper cocktail napkins,gb,,,,,,,,10,,,2020-08-15,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
1793,wooden stirrers wholesale,gb,,,,,,,,50,,,2016-07-25,,,,
1794,toile cocktail napkins,gb,,,,,,,,10,,,2024-09-24,,,,
1795,bunny cocktail napkins,gb,,,,,,,,,,,2022-03-20,,,,
1796,pre folded paper dinner napkins,gb,,,,,,,,,,,2020-03-04,,,,
1797,"kraft paper bags near soho, london",gb,,,,,,,,,,,2022-11-07,,,,
1798,flat lids vs dome lids coffee cup lids difference,gb,,,,,,,,10,,,2025-12-08,,,,
1799,cocktail napkins red,gb,,,,,,,,,,,2025-10-21,,,,
1800,christmas cocktail napkins wholesale,gb,,,,,,,,,,,2019-11-03,,,,
1801,bulk dinner napkins,gb,,,,,,,,60,,,2021-04-25,,,,
1802,napkins place during dinner crossword,gb,,,,,,,,,,,2023-03-30,,,,
1803,wholesale black cocktail napkins,gb,,,,,,,,10,,,2024-01-13,,,,
1804,creative hobbies small kraft paper gift handle bags,gb,,,,,,,,,,,2021-11-29,,,,
1805,double wall insulated coffee cups,gb,,,,,,,,,,,2020-05-24,,,,
1806,kraft paper bags bulk,gb,,,,,,,,90,,,2017-09-28,,,,
1807,fiesta cocktail napkins,gb,,,,,,,,20,,,2020-02-28,,,,
1808,imprinted cocktail napkins,gb,,,,,,,,60,,,2020-02-04,,,,
1809,how to fold napkins for dinner guests,gb,,,,,,,,30,,,2024-11-15,,,,
1810,how to use cocktail napkins,gb,,,,,,,,40,,,2020-06-07,,,,
1811,how many cocktail napkins to order for wedding,gb,,,,,,,,30,,,2020-03-03,"Informational,Non-branded,Non-local",English,,
1812,are plastic coffee cup lids recyclable,gb,,,,,,,,20,,,2018-01-28,,,,
1813,monogram linen cocktail napkins,gb,,,,,,,,20,,,2021-11-14,,,,
1814,dinner napkins wholesale,gb,,,,,bulk napkins,,,70,,,2020-03-19,"Commercial,Transactional,Non-branded,Non-local",English,,
1815,dinner napkins cloth folding ideas,gb,,,,,,,,,,,2021-12-25,,,,
1816,baccarat cocktail napkins,gb,,,,,,,,10,,,2023-11-27,,,,
1817,blue and white paper dinner napkins,gb,,,,,,,,,,,2023-09-04,,,,
1818,dinner party game napkins,gb,,,,,,,,,,,2016-09-05,,,,
1819,cocktail napkins disposable,gb,,,,,,,,10,,,2025-01-20,,,,
1820,kraft paper bags nz,gb,,,,,,,,20,,,2016-10-30,,,,
1821,vintage cloth cocktail napkins,gb,,,,,,,,,,,2020-03-05,,,,
1822,dinner napkins for sale,gb,,,,,,,,,,,2020-05-18,,,,
1823,snowflake cocktail napkins,gb,,,,,,,,10,,,2021-11-11,,,,
